"age","work_class","education","marital_status","occupation","race","sex","hours_per_week","income_class"
51,"Federal-gov","Assoc-acdm","Married-civ-spouse","Tech-support","Black","Male",40,"<=50K"
25,"Private","HS-grad","Separated","Exec-managerial","White","Female",40,"<=50K"
47,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,"<=50K"
25,"Private","HS-grad","Never-married","Sales","White","Male",42,"<=50K"
36,"State-gov","Masters","Divorced","Prof-specialty","White","Male",30,"<=50K"
51,"Federal-gov","HS-grad","Divorced","Exec-managerial","White","Female",40,"<=50K"
38,"Private","Assoc-acdm","Divorced","Adm-clerical","White","Female",40,"<=50K"
36,"Private","Bachelors","Divorced","Exec-managerial","White","Female",45,"<=50K"
18,"Private","HS-grad","Never-married","Adm-clerical","White","Female",35,"<=50K"
47,"Self-emp-not-inc","Bachelors","Never-married","Farming-fishing","White","Male",65,"<=50K"
33,"Federal-gov","Bachelors","Never-married","Adm-clerical","White","Male",38,"<=50K"
29,"Federal-gov","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
29,"Private","Bachelors","Never-married","Adm-clerical","White","Female",45,"<=50K"
47,"Private","HS-grad","Married-civ-spouse","Other-service","White","Female",38,"<=50K"
55,"Private","Bachelors","Never-married","Tech-support","White","Female",38,"<=50K"
38,"Private","Assoc-acdm","Divorced","Adm-clerical","White","Female",16,"<=50K"
28,"Private","HS-grad","Never-married","Exec-managerial","White","Male",40,"<=50K"
34,"Local-gov","HS-grad","Never-married","Prof-specialty","Black","Female",35,"<=50K"
44,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",66,"<=50K"
30,"Private","HS-grad","Never-married","Farming-fishing","Black","Male",60,"<=50K"
64,"Self-emp-not-inc","Masters","Divorced","Prof-specialty","White","Male",50,"<=50K"
66,"Private","HS-grad","Never-married","Other-service","Black","Female",3,"<=50K"
18,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
25,"Private","HS-grad","Never-married","Adm-clerical","White","Female",38,"<=50K"
35,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
45,"Private","HS-grad","Divorced","Adm-clerical","White","Female",28,"<=50K"
36,"Private","HS-grad","Never-married","Other-service","Black","Male",35,"<=50K"
42,"Private","Bachelors","Separated","Other-service","White","Female",50,"<=50K"
56,"State-gov","Bachelors","Widowed","Prof-specialty","White","Female",40,"<=50K"
58,"Self-emp-inc","HS-grad","Never-married","Sales","White","Male",47,"<=50K"
43,"Self-emp-not-inc","Masters","Divorced","Prof-specialty","White","Female",20,"<=50K"
40,"Private","Assoc-acdm","Divorced","Prof-specialty","White","Female",40,"<=50K"
47,"State-gov","Masters","Separated","Prof-specialty","White","Male",38,"<=50K"
65,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","White","Male",15,"<=50K"
22,"Local-gov","HS-grad","Never-married","Other-service","White","Female",53,"<=50K"
49,"Private","Bachelors","Divorced","Exec-managerial","White","Female",40,"<=50K"
42,"Local-gov","Masters","Never-married","Prof-specialty","White","Female",40,"<=50K"
30,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
51,"Self-emp-inc","Bachelors","Divorced","Farming-fishing","White","Male",50,"<=50K"
39,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
44,"Local-gov","Bachelors","Divorced","Prof-specialty","White","Male",45,"<=50K"
36,"Private","HS-grad","Never-married","Other-service","White","Female",40,"<=50K"
18,"State-gov","HS-grad","Never-married","Adm-clerical","White","Male",40,"<=50K"
29,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","White","Male",40,"<=50K"
40,"Private","HS-grad","Divorced","Adm-clerical","White","Female",30,"<=50K"
26,"Private","HS-grad","Never-married","Exec-managerial","White","Female",40,"<=50K"
61,"Private","HS-grad","Divorced","Farming-fishing","White","Female",82,"<=50K"
24,"Private","HS-grad","Never-married","Sales","Black","Male",25,"<=50K"
51,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
27,"Local-gov","Assoc-acdm","Never-married","Prof-specialty","White","Female",40,"<=50K"
31,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
41,"Self-emp-not-inc","Masters","Never-married","Exec-managerial","White","Female",55,"<=50K"
38,"Private","Bachelors","Married-civ-spouse","Farming-fishing","White","Male",50,"<=50K"
25,"Private","Bachelors","Never-married","Other-service","White","Female",37,"<=50K"
52,"Self-emp-inc","Masters","Divorced","Exec-managerial","Black","Female",50,"<=50K"
37,"Self-emp-not-inc","Masters","Never-married","Exec-managerial","White","Male",60,"<=50K"
23,"Private","Bachelors","Never-married","Exec-managerial","White","Male",40,"<=50K"
35,"Private","Bachelors","Divorced","Sales","White","Male",40,"<=50K"
35,"Private","HS-grad","Married-civ-spouse","Other-service","Black","Male",40,"<=50K"
48,"Private","Bachelors","Divorced","Sales","White","Female",44,"<=50K"
51,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
32,"Private","HS-grad","Separated","Adm-clerical","White","Female",40,"<=50K"
26,"Private","Assoc-acdm","Divorced","Prof-specialty","White","Female",45,"<=50K"
25,"Private","Bachelors","Never-married","Sales","White","Female",40,"<=50K"
33,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
50,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Female",40,"<=50K"
35,"Private","HS-grad","Never-married","Sales","White","Female",40,"<=50K"
57,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","White","Male",48,"<=50K"
24,"Private","HS-grad","Never-married","Sales","White","Male",30,"<=50K"
40,"Private","HS-grad","Widowed","Other-service","White","Female",25,"<=50K"
47,"Local-gov","HS-grad","Separated","Adm-clerical","Black","Female",40,"<=50K"
64,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
49,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,"<=50K"
29,"Private","HS-grad","Divorced","Sales","White","Male",40,"<=50K"
41,"Self-emp-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",50,"<=50K"
50,"Local-gov","Masters","Divorced","Prof-specialty","White","Female",45,"<=50K"
45,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",55,"<=50K"
25,"Private","Bachelors","Separated","Exec-managerial","White","Male",40,"<=50K"
24,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",39,"<=50K"
32,"Private","HS-grad","Never-married","Sales","White","Female",45,"<=50K"
22,"Private","HS-grad","Never-married","Prof-specialty","White","Male",54,"<=50K"
21,"Private","HS-grad","Never-married","Adm-clerical","White","Female",35,"<=50K"
58,"Private","Assoc-acdm","Divorced","Adm-clerical","White","Female",40,"<=50K"
22,"Private","Bachelors","Never-married","Farming-fishing","White","Male",20,"<=50K"
28,"Private","Prof-school","Never-married","Prof-specialty","White","Female",85,"<=50K"
40,"Private","HS-grad","Separated","Other-service","White","Female",40,"<=50K"
23,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
55,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
33,"Private","Bachelors","Never-married","Prof-specialty","White","Male",50,"<=50K"
34,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
34,"Private","Assoc-acdm","Never-married","Sales","White","Male",50,"<=50K"
39,"Local-gov","Assoc-acdm","Divorced","Prof-specialty","White","Male",59,"<=50K"
28,"Private","Masters","Never-married","Prof-specialty","White","Male",40,"<=50K"
18,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
30,"Private","HS-grad","Never-married","Adm-clerical","White","Male",42,"<=50K"
18,"Private","HS-grad","Never-married","Other-service","White","Female",20,"<=50K"
44,"Private","HS-grad","Never-married","Adm-clerical","White","Female",43,"<=50K"
21,"Private","HS-grad","Never-married","Sales","White","Male",40,"<=50K"
26,"Private","HS-grad","Never-married","Exec-managerial","White","Female",40,"<=50K"
37,"Private","HS-grad","Divorced","Adm-clerical","White","Female",45,"<=50K"
54,"Private","Bachelors","Divorced","Sales","White","Female",38,"<=50K"
33,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",50,"<=50K"
32,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Female",48,"<=50K"
26,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
23,"Private","Assoc-acdm","Never-married","Prof-specialty","White","Male",40,"<=50K"
28,"Self-emp-not-inc","Masters","Never-married","Prof-specialty","White","Male",40,"<=50K"
59,"Private","HS-grad","Widowed","Prof-specialty","White","Female",18,"<=50K"
42,"Private","Masters","Never-married","Exec-managerial","White","Female",40,"<=50K"
19,"Self-emp-inc","HS-grad","Never-married","Sales","White","Male",40,"<=50K"
43,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Other-service","White","Female",16,"<=50K"
28,"Private","Bachelors","Never-married","Exec-managerial","White","Male",40,"<=50K"
49,"Private","HS-grad","Divorced","Exec-managerial","White","Male",40,"<=50K"
44,"Private","Bachelors","Never-married","Prof-specialty","White","Male",40,"<=50K"
38,"State-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,"<=50K"
30,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
40,"Local-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,"<=50K"
53,"Private","HS-grad","Widowed","Other-service","Black","Female",20,"<=50K"
45,"Private","Bachelors","Married-spouse-absent","Exec-managerial","White","Male",40,"<=50K"
39,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
26,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
49,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
32,"Private","Prof-school","Never-married","Prof-specialty","White","Male",60,"<=50K"
29,"Self-emp-not-inc","Bachelors","Never-married","Prof-specialty","White","Male",40,"<=50K"
45,"Private","Bachelors","Never-married","Prof-specialty","White","Male",46,"<=50K"
54,"Private","Bachelors","Widowed","Sales","White","Female",40,"<=50K"
38,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",45,"<=50K"
26,"Private","HS-grad","Never-married","Other-service","Black","Female",40,"<=50K"
26,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
24,"Private","Bachelors","Never-married","Sales","White","Female",40,"<=50K"
51,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",60,"<=50K"
34,"Private","HS-grad","Divorced","Adm-clerical","White","Male",40,"<=50K"
57,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
27,"State-gov","Assoc-acdm","Never-married","Exec-managerial","White","Female",58,"<=50K"
55,"Private","HS-grad","Married-civ-spouse","Sales","White","Female",50,"<=50K"
54,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","White","Female",30,"<=50K"
43,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",45,"<=50K"
26,"Self-emp-inc","Bachelors","Never-married","Adm-clerical","White","Female",50,"<=50K"
45,"State-gov","Masters","Never-married","Adm-clerical","Black","Male",38,"<=50K"
21,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
42,"Private","Assoc-acdm","Divorced","Exec-managerial","White","Female",40,"<=50K"
30,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",50,"<=50K"
33,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",25,"<=50K"
67,"Private","Bachelors","Divorced","Exec-managerial","White","Female",5,"<=50K"
41,"Private","HS-grad","Divorced","Exec-managerial","White","Male",50,"<=50K"
33,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
36,"Private","Assoc-acdm","Married-civ-spouse","Sales","White","Female",15,"<=50K"
42,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Black","Female",40,"<=50K"
42,"Private","Bachelors","Divorced","Exec-managerial","White","Female",45,"<=50K"
31,"Private","Bachelors","Never-married","Tech-support","White","Male",60,"<=50K"
61,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",5,"<=50K"
42,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
35,"Private","HS-grad","Widowed","Exec-managerial","White","Female",30,"<=50K"
47,"Private","Bachelors","Separated","Prof-specialty","White","Female",50,"<=50K"
42,"Private","Assoc-acdm","Divorced","Adm-clerical","White","Female",40,"<=50K"
20,"Private","HS-grad","Never-married","Exec-managerial","White","Female",40,"<=50K"
43,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","White","Male",40,"<=50K"
23,"Private","HS-grad","Never-married","Other-service","White","Female",25,"<=50K"
32,"Private","Bachelors","Never-married","Prof-specialty","White","Male",40,"<=50K"
76,"Private","HS-grad","Widowed","Adm-clerical","White","Male",6,"<=50K"
25,"Private","HS-grad","Never-married","Sales","White","Male",37,"<=50K"
18,"Private","HS-grad","Never-married","Adm-clerical","White","Male",25,"<=50K"
55,"Private","HS-grad","Separated","Other-service","White","Female",16,"<=50K"
22,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","White","Female",40,"<=50K"
44,"Self-emp-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",60,"<=50K"
45,"Federal-gov","Bachelors","Never-married","Exec-managerial","White","Female",40,"<=50K"
39,"Federal-gov","Bachelors","Divorced","Exec-managerial","Black","Female",40,"<=50K"
49,"Private","HS-grad","Widowed","Other-service","White","Female",45,"<=50K"
31,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
50,"Self-emp-inc","HS-grad","Married-spouse-absent","Sales","White","Male",60,"<=50K"
35,"Private","HS-grad","Married-civ-spouse","Tech-support","White","Male",40,"<=50K"
26,"Private","HS-grad","Never-married","Farming-fishing","White","Male",40,"<=50K"
24,"Private","Bachelors","Never-married","Tech-support","White","Male",40,"<=50K"
32,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","White","Male",47,"<=50K"
24,"Private","Bachelors","Never-married","Tech-support","White","Male",40,"<=50K"
74,"Self-emp-not-inc","HS-grad","Widowed","Other-service","White","Male",20,"<=50K"
34,"Private","Assoc-acdm","Divorced","Sales","Black","Female",45,"<=50K"
52,"Private","Bachelors","Married-spouse-absent","Other-service","White","Male",50,"<=50K"
39,"Private","Masters","Never-married","Prof-specialty","White","Male",60,"<=50K"
61,"Private","Masters","Married-civ-spouse","Sales","White","Male",50,"<=50K"
19,"Private","HS-grad","Never-married","Other-service","White","Female",30,"<=50K"
48,"Private","HS-grad","Widowed","Other-service","White","Female",40,"<=50K"
30,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
33,"Private","Bachelors","Never-married","Sales","White","Female",40,"<=50K"
27,"Federal-gov","Bachelors","Never-married","Exec-managerial","White","Female",40,"<=50K"
59,"State-gov","HS-grad","Never-married","Adm-clerical","White","Male",40,"<=50K"
30,"Private","HS-grad","Divorced","Adm-clerical","White","Female",20,"<=50K"
55,"Self-emp-not-inc","HS-grad","Separated","Farming-fishing","White","Female",55,"<=50K"
26,"Private","HS-grad","Married-civ-spouse","Sales","Black","Male",36,"<=50K"
52,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
35,"Private","Assoc-acdm","Married-AF-spouse","Adm-clerical","White","Female",40,"<=50K"
37,"Private","Bachelors","Never-married","Adm-clerical","White","Female",35,"<=50K"
44,"Private","HS-grad","Divorced","Sales","White","Male",38,"<=50K"
45,"Private","HS-grad","Divorced","Other-service","White","Male",40,"<=50K"
23,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
31,"Private","HS-grad","Never-married","Other-service","White","Female",30,"<=50K"
32,"Private","Bachelors","Never-married","Sales","White","Female",40,"<=50K"
51,"Self-emp-inc","Assoc-acdm","Never-married","Sales","White","Female",25,"<=50K"
49,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",50,"<=50K"
